iaaf,type,notes,gender,event,meters,centimeters,,points,hours,min,sec,shundreds,name,nationality,day,month,year
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,45,0,Nelly Hicks,the United Kingdom,2,8,1922
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,30,40,Georgette Lenoir,FRA,20,8,1922
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,26,60,Mary Lines,the United Kingdom,30,8,1922
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,23,80,Lina Radke,Germany,7,8,1927
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,20,40,Inga Gentzel,Sweden,16,6,1928
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,19,60,Lina Radke,Germany,1,7,1928
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,16,80,Lina Radke,Germany,2,8,1928
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,15,90,Anna Larsson,Sweden,28,8,1944
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,14,80,Anna Larsson,Sweden,19,8,1945
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,13,80,Anna Larsson,Sweden,30,8,1945
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,13,0,Yevdokia Vasilyeva,URS,17,7,1950
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,12,20,Valentina Pomogayeva,URS,26,7,1951
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,12,0,Nina Otkalenko,URS,26,8,1951
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,8,50,Nina Otkalenko,URS,15,6,1952
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,7,30,Nina Otkalenko,URS,27,8,1953
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,6,60,Nina Otkalenko,URS,16,9,1954
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,5,0,Nina Otkalenko,URS,24,9,1955
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,4,30,Lyudmila Shevtsova,URS,3,7,1960
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,1,20,Dixie Willis,AUS,3,3,1962
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,1,10,Ann Packer,the United Kingdom,20,10,1964
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,1,0,Judy Pollock,AUS,28,6,1967
post,speed,Automatic timing,Women,800 m,null,null,,null,null,2,0,50,Vera Nikolic,YUG,20,7,1968
post,speed,Automatic timing,Women,800 m,null,null,,null,null,1,58,50,Hildegard Falck,FRG,11,7,1971
post,speed,Automatic timing,Women,800 m,null,null,,null,null,1,57,50,Svetla Zlateva,BUL,24,8,1973
post,speed,Automatic timing,Women,800 m,null,null,,null,null,1,56,0,Valentina Gerasimova,URS,12,6,1976
post,speed,Automatic timing,Women,800 m,null,null,,null,null,1,54,90,Tatyana Kazankina,URS,26,7,1976
post,speed,Automatic timing,Women,800 m,null,null,,null,null,1,53,43,Nadezhda Olizarenko,URS,27,7,1980
post,speed,Automatic timing,Women,800 m,null,null,,null,null,1,53,28,Jarmila Kratochvilova,TCH,26,7,1983
pre,speed,Automatic timing,Women,1500 m,null,null,,null,null,5,45,0,Siina Simola,Finland,23,8,1908
pre,speed,Automatic timing,Women,1500 m,null,null,,null,null,5,44,0,Lempi Aaltonen,Finland,1,6,1913
pre,speed,Automatic timing,Women,1500 m,null,null,,null,null,5,18,20,Anna Mushkina,URS,19,8,1927
pre,speed,Automatic timing,Women,1500 m,null,null,,null,null,5,7,0,Anna Mushkina,URS,16,9,1934
pre,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,52,40,Lydia Freiberg,URS,13,7,1936
pre,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,47,20,Yevdokiya Vasilyeva,URS,30,7,1936
pre,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,45,20,Yevdokiya Vasilyeva,URS,13,9,1937
pre,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,41,80,Anna Zaytseva-Bosenko,URS,10,6,1940
pre,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,38,0,Yevdokiya Vasilyeva,URS,17,8,1944
pre,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,37,80,Olga Ovsyannikova,URS,15,9,1946
pre,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,37,0,Nina Pletnyova,URS,30,8,1952
pre,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,35,40,Phyllis Perkins,the United Kingdom,17,5,1956
pre,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,30,0,Diane Leather,the United Kingdom,16,5,1957
pre,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,29,70,Diane Leather,the United Kingdom,19,7,1957
pre,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,19,0,Marise Chamberlain,NZL,8,12,1962
post,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,17,30,Anne Rosemary Smith,the United Kingdom,3,6,1967
post,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,15,60,Maria Gommers,NED,24,10,1967
post,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,12,40,Paola Pigni,ITA,2,7,1969
post,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,10,70,Jaroslava Jehlickova,CZE,20,9,1969
post,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,9,60,Karin Burneleit,GDR,15,8,1971
post,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,6,90,Ludmila Bragina,URS,18,7,1972
post,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,6,50,Ludmila Bragina,URS,4,9,1972
post,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,5,10,Ludmila Bragina,URS,7,9,1972
post,speed,Automatic timing,Women,1500 m,null,null,,null,null,4,1,40,Ludmila Bragina,URS,9,9,1972
post,speed,Automatic timing,Women,1500 m,null,null,,null,null,3,56,0,Tatyana Kazankina,URS,28,6,1976
post,speed,Automatic timing,Women,1500 m,null,null,,null,null,3,55,0,Tatyana Kazankina,URS,6,7,1980
post,speed,Automatic timing,Women,1500 m,null,null,,null,null,3,52,47,Tatyana Kazankina,URS,3,8,1980
post,speed,Automatic timing,Women,1500 m,null,null,,null,null,3,50,46,Qu Yunxia,CHN,11,9,1993
post,speed,Automatic timing,Women,1500 m,null,null,,null,null,3,50,7,Genzebe Dibaba,ETH,17,7,2015
pre,speed,Automatic timing,Women,5000 m,null,null,,null,null,16,17,4,Paola Pigni,ITA,11,5,1969
pre,speed,Automatic timing,Women,5000 m,null,null,,null,null,15,53,6,Paola Pigni,ITA,2,9,1969
pre,speed,Automatic timing,Women,5000 m,null,null,,null,null,15,41,4,Natalia Marasescu,ROM,16,3,1977
pre,speed,Automatic timing,Women,5000 m,null,null,,null,null,15,37,0,Janice Merrill,USA,11,7,1977
pre,speed,Automatic timing,Women,5000 m,null,null,,null,null,15,35,5,Kathy Mills,USA,26,5,1978
pre,speed,Automatic timing,Women,5000 m,null,null,,null,null,15,33,8,Janice Merrill,USA,19,5,1979
pre,speed,Automatic timing,Women,5000 m,null,null,,null,null,15,30,6,Janice Merrill,USA,22,3,1980
pre,speed,Automatic timing,Women,5000 m,null,null,,null,null,15,28,43,Ingrid Kristiansen,NOR,11,7,1981
pre,speed,Automatic timing,Women,5000 m,null,null,,null,null,15,24,6,Yelena Sipatova,URS,6,9,1981
post,speed,Automatic timing,Women,5000 m,null,null,,null,null,15,14,51,Paula Fudge,the United Kingdom,13,9,1981
post,speed,Automatic timing,Women,5000 m,null,null,,null,null,15,13,22,Anne Audain,NZL,17,3,1982
post,speed,Automatic timing,Women,5000 m,null,null,,null,null,15,8,26,Mary Decker-Slaney,USA,5,7,1982
post,speed,Automatic timing,Women,5000 m,null,null,,null,null,14,58,89,Ingrid Kristiansen,NOR,28,6,1984
post,speed,Automatic timing,Women,5000 m,null,null,,null,null,14,48,7,Zola Budd,the United Kingdom,26,8,1985
post,speed,Automatic timing,Women,5000 m,null,null,,null,null,14,37,33,Ingrid Kristiansen,NOR,5,8,1986
post,speed,Automatic timing,Women,5000 m,null,null,,null,null,14,36,45,Fernanda Ribeiro,POR,22,7,1995
post,speed,Automatic timing,Women,5000 m,null,null,,null,null,14,31,27,Dong Yanmei,CHN,21,10,1997
post,speed,Automatic timing,Women,5000 m,null,null,,null,null,14,28,9,Jiang Bo,CHN,23,10,1997
post,speed,Automatic timing,Women,5000 m,null,null,,null,null,14,24,68,Elvan Abeylegesse,TUR,11,6,2004
post,speed,Automatic timing,Women,5000 m,null,null,,null,null,14,24,53,Meseret Defar,ETH,3,6,2006
post,speed,Automatic timing,Women,5000 m,null,null,,null,null,14,16,63,Meseret Defar,ETH,15,6,2007
post,speed,Automatic timing,Women,5000 m,null,null,,null,null,14,11,15,Tirunesh Dibaba,ETH,6,6,2008
pre,speed,,Women,10000 m,null,null,,null,null,38,6,40,Ann O'Brien,IRL,26,3,1967
pre,speed,,Women,10000 m,null,null,,null,null,35,30,50,Paola Pigni,ITA,9,5,1970
pre,speed,,Women,10000 m,null,null,,null,null,34,51,0,Kathy Gibbons,USA,12,6,1971
pre,speed,,Women,10000 m,null,null,,null,null,35,0,40,Julie Brown,USA,29,3,1975
pre,speed,,Women,10000 m,null,null,,null,null,34,1,40,Christa Vahlensieck,FRG,20,8,1975
pre,speed,,Women,10000 m,null,null,,null,null,33,34,20,Loa Olafsson,DEN,19,3,1977
pre,speed,,Women,10000 m,null,null,,null,null,33,15,9,Peg Neppel,USA,9,6,1977
pre,speed,,Women,10000 m,null,null,,null,null,32,43,20,Natalia Marasescu,ROM,22,1,1978
pre,speed,,Women,10000 m,null,null,,null,null,32,45,40,Loa Olafsson,DEN,6,4,1978
pre,speed,,Women,10000 m,null,null,,null,null,32,30,80,Olga Krentser,URS,7,8,1981
post,speed,,Women,10000 m,null,null,,null,null,32,17,20,Yelena Sipatova,URS,19,10,1981
post,speed,,Women,10000 m,null,null,,null,null,31,35,30,Mary Tabb,USA,16,7,1982
post,speed,,Women,10000 m,null,null,,null,null,31,35,1,Lyudmila Baranova,URS,29,5,1983
post,speed,,Women,10000 m,null,null,,null,null,31,27,58,Raisa Sadreydinova,URS,7,9,1983
post,speed,,Women,10000 m,null,null,,null,null,31,13,78,Olga Bondarenko,URS,24,6,1984
post,speed,,Women,10000 m,null,null,,null,null,30,59,42,Ingrid Kristiansen,NOR,27,7,1985
post,speed,,Women,10000 m,null,null,,null,null,30,13,74,Ingrid Kristiansen,NOR,5,7,1986
post,speed,,Women,10000 m,null,null,,null,null,29,31,78,Wang Junxia,CHN,8,9,1993
pre,speed,,Women,10000 m,null,null,,null,null,29,17,45,Almaz Ayana,ETH,12,8,2016
pre,speed,,Women,Marathon,null,null,,null,3,37,7,0,Merry Lepper,United States,16,12,1963
pre,speed,,Women,Marathon,null,null,,null,3,27,45,0,Dale Greig,United Kingdom,23,5,1964
pre,speed,,Women,Marathon,null,null,,null,3,19,33,0,Mildred Sampson,New Zealand,21,7,1964
pre,speed,,Women,Marathon,null,null,,null,3,15,23,0,Maureen Wilton,Canada,6,5,1967
pre,speed,,Women,Marathon,null,null,,null,3,7,27,20,Anni Pede-Erdkamp,West Germanymany,16,9,1967
pre,speed,,Women,Marathon,null,null,,null,3,2,53,0,Caroline Walker,United States,28,2,1970
pre,speed,,Women,Marathon,null,null,,null,3,1,42,0,Elizabeth Bonner,United States,9,5,1971
pre,speed,,Women,Marathon,null,null,,null,2,55,22,0,Elizabeth Bonner,United States,19,9,1971
pre,speed,,Women,Marathon,null,null,,null,2,49,40,0,Cheryl Bridges,United States,5,12,1971
pre,speed,,Women,Marathon,null,null,,null,2,46,36,0,Michiko Gorman,United States,2,12,1973
pre,speed,,Women,Marathon,null,null,,null,2,46,24,0,Chantal Langlac̩,France,27,10,1974
pre,speed,,Women,Marathon,null,null,,null,2,43,54,50,Jacqueline Hansen,United States,1,12,1974
pre,speed,,Women,Marathon,null,null,,null,2,42,24,0,Liane Winter,West Germanymany,21,4,1975
pre,speed,,Women,Marathon,null,null,,null,2,40,15,80,Christa Vahlensieck,West Germanymany,3,5,1975
pre,speed,,Women,Marathon,null,null,,null,2,38,19,0,Jacqueline Hansen,United States,12,10,1975
pre,speed,,Women,Marathon,null,null,,null,2,35,15,40,Chantal Langlac̩,France,1,5,1977
pre,speed,,Women,Marathon,null,null,,null,2,34,47,50,Christa Vahlensieck,West Germanymany,10,9,1977
pre,speed,,Women,Marathon,null,null,,null,2,32,29,80,Grete Waitz,Norway,22,10,1978
pre,speed,,Women,Marathon,null,null,,null,2,27,32,60,Grete Waitz,Norway,21,10,1979
pre,speed,,Women,Marathon,null,null,,null,2,25,41,30,Grete Waitz,Norway,26,10,1980
pre,speed,,Women,Marathon,null,null,,null,2,25,28,70,Grete Waitz,Norway,17,4,1983
pre,speed,,Women,Marathon,null,null,,null,2,22,43,0,Joan Benoit,United States,18,4,1983
pre,speed,,Women,Marathon,null,null,,null,2,24,26,0,Ingrid Kristiansen,Norway,13,5,1984
pre,speed,,Women,Marathon,null,null,,null,2,21,6,0,Ingrid Kristiansen,Norway,21,4,1985
pre,speed,,Women,Marathon,null,null,,null,2,20,47,0,Tegla Loroupe,Kenya,19,4,1998
pre,speed,,Women,Marathon,null,null,,null,2,20,43,0,Tegla Loroupe,Kenya,26,9,1999
pre,speed,,Women,Marathon,null,null,,null,2,19,46,0,Naoko Takahashi,Japan,30,9,2001
pre,speed,,Women,Marathon,null,null,,null,2,18,47,0,Catherine Ndereba,Kenya,7,10,2001
pre,speed,,Women,Marathon,null,null,,null,2,17,18,0,Paula Radcliffe,United Kingdom,13,10,2002
post,speed,,Women,Marathon,null,null,,null,2,15,25,0,Paula Radcliffe,United Kingdom,13,4,2003
pre,speed,,Women,20 km walk,null,null,,null,2,24,0,0,Antonie Briksova,TCH,6,9,1931
pre,speed,,Women,20 km walk,null,null,,null,2,14,7,0,Antonie Odvarkova,TCH,14,9,1931
pre,speed,,Women,20 km walk,null,null,,null,1,59,2,0,Lina Aebersold,SUI,9,6,1934
pre,speed,,Women,20 km walk,null,null,,null,1,57,35,0,Marie van Tonder,RSA,28,7,1962
pre,speed,,Women,20 km walk,null,null,,null,1,57,26,0,Irma Hansson,Sweden,27,10,1963
pre,speed,,Women,20 km walk,null,null,,null,1,54,30,0,Irma Hansson,Sweden,22,10,1967
pre,speed,,Women,20 km walk,null,null,,null,1,53,45,60,Karin Moller,DEN,27,10,1968
pre,speed,,Women,20 km walk,null,null,,null,1,51,4,80,Irma Hansson,Sweden,12,10,1969
pre,speed,,Women,20 km walk,null,null,,null,1,47,10,0,Margareta Simu,Sweden,22,9,1973
pre,speed,,Women,20 km walk,null,null,,null,1,43,38,0,Lilian Harpur,AUS,16,7,1977
pre,speed,,Women,20 km walk,null,null,,null,1,43,19,60,Thorill Gylder,NOR,23,4,1978
pre,speed,,Women,20 km walk,null,null,,null,1,41,41,60,Susan Cook,AUS,3,2,1980
pre,speed,,Women,20 km walk,null,null,,null,1,39,31,0,Susan Cook,AUS,20,12,1981
pre,speed,,Women,20 km walk,null,null,,null,1,36,36,0,Susan Cook,AUS,19,12,1982
pre,speed,,Women,20 km walk,null,null,,null,1,36,23,0,Susan Cook,AUS,7,7,1984
pre,speed,,Women,20 km walk,null,null,,null,1,36,19,0,Sally Pierson,AUS,17,7,1984
pre,speed,,Women,20 km walk,null,null,,null,1,29,40,0,Kerry Junna-Saxby,AUS,13,5,1988
pre,speed,,Women,20 km walk,null,null,,null,1,27,30,0,Liu Hongyu,CHN,1,5,1995
pre,speed,,Women,20 km walk,null,null,,null,1,27,30,0,Nadezhda Ryashkina,RUS,7,2,1999
post,speed,,Women,20 km walk,null,null,,null,1,26,22,0,Wang Yan,CHN,19,11,2001
post,speed,,Women,20 km walk,null,null,,null,1,25,41,0,Olimpiada Ivanova,RUS,7,8,2005
post,speed,,Women,20 km walk,null,null,,null,1,25,8,0,Vera Sokolova,RUS,26,2,2011
post,speed,,Women,20 km walk,null,null,,null,1,25,2,0,Elena Lashmanova,RUS,11,8,2012
post,speed,,Women,20 km walk,null,null,,null,1,24,38,0,Liu Hong,CHN,6,6,2015
pre,speed,,Women,4 x 100 m relay,null,null,,null,0,1,2,20,"V.Salo, Lydia Malm, Anna Vilhelmsson, Hilda Koskinen",Finland,9,8,1908
pre,speed,,Women,4 x 100 m relay,null,null,,null,0,1,0,0,Helsingin Jyry,Finland,8,8,1909
pre,speed,,Women,4 x 100 m relay,null,null,,null,0,0,58,80,"Tyyne Sandstrom, Lisie Nystroom, Anna Vilhelmsson, Valdine Salminen",Finland,23,7,1911
pre,speed,,Women,4 x 100 m relay,null,null,,null,0,0,58,20,"Tyyne Sandstrom, Lisie Nystrom, Anna Vilhelmsson, Valdine Salminen",Finland,30,7,1911
pre,speed,,Women,4 x 100 m relay,null,null,,null,0,0,56,90,"Martha Lindvall, Alma Rantanen, Alli Nyman, Tyyne Sandstrom",Finland,14,9,1913
pre,speed,,Women,4 x 100 m relay,null,null,,null,0,0,56,80,"Hilda Arosuo, Aino Arosuo, Fanny Arosuo, Siinia Simola",Finland,5,7,1914
pre,speed,,Women,4 x 100 m relay,null,null,,null,0,0,55,60,"Irma Svensson, Alli Kanerva, Lisie Nystrom, Olga Mauritsson",Finland,4,7,1915
pre,speed,,Women,4 x 100 m relay,null,null,,null,0,0,55,20,"Brenner, A.Schmidt, Weisshaupt, Clare Fiebig",Germany,17,8,1919
pre,speed,,Women,4 x 100 m relay,null,null,,null,0,0,55,0,"Freckmann, Gohde, Oenlenschlager, Helen Seeliger",Germany,13,6,1920
pre,speed,,Women,4 x 100 m relay,null,null,,null,0,0,54,20,"Zenta Bauer, Maria Radler, Emma Heiss, Marie Kiessling",Germany,18,7,1920
pre,speed,,Women,4 x 100 m relay,null,null,,null,0,0,53,30,"Zenta Bauer, Maria Radler, Emma Heiss, Marie Kiessling",Germany,1,8,1920
pre,speed,,Women,4 x 100 m relay,null,null,,null,0,0,53,0,"Emma Heiss, Maria Radler, Zenta Bauer, Marie Kiessling",Germany,15,8,1920
pre,speed,,Women,4 x 100 m relay,null,null,,null,0,0,52,90,"Born, Theimann, Luise Cron, Buhlmaier",Germany,17,7,1921
pre,speed,,Women,4 x 100 m relay,null,null,,null,0,0,52,10,"Zenta Bauer, Maria Radler, Emma Heiss, Marie Kiessling",Germany,20,8,1921
pre,speed,,Women,4 x 100 m relay,null,null,,null,0,0,51,20,"Agnes Garton, Hilda Hatt, Alice Cast, Mary Lines",the United Kingdom,30,10,1921
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,53,20,"Marie Mejzlikova I, Marie Bakovska, Marie Jiraskova I, Marie Mejzlikova II",Czechoslovakia,21,5,1922
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,51,40,"Mary Lines, Daisy Leach, Gwendoline Porter, Nora Callebout",United Kingdom,20,8,1922
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,50,40,"Lilli Henoch, Charlotte Kohler, Gerda Poting, Clare Voss",Germanymany,11,7,1926
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,49,80,"Doris Scoular, Florence Haynes, Eileen Edwards, Rose Thompson",United Kingdom,29,8,1926
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,50,0,"Anneliese Jacke, Lieselotte Hellmann, Rose Drieling, Ilse Drieling",Germanymany,7,8,1927
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,49,80,"Rosa Kellner, Luise Holzer, Agathe Karrer, Lisa Gelius",Germanymany,15,7,1928
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,48,40,"Fanny Rosenfeld, Etle Smith, Florence Bell, Myrtle Cook",Canada,5,8,1928
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,49,0,"ottilie Fleischer, Detta Lorenz, Emmy Haux, Charlotte Kohler",Germanymany,30,6,1929
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,48,80,"Rosa Kellner, Luise Holzer, Agathe Karrer, Lisa Gelius",Germanymany,20,7,1930
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,46,90,"Mary Carew, Evelyn Furtsch, Annette Rogers, Billie von Bremen",United States,7,8,1932
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,46,50,"Emmy Albus, Kathe Krauss, Marie Dollinger, Grete Winkels",Germanymany,21,6,1936
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,46,40,"Emmy Albus, Kathe Krauss, Marie Dollinger, Ilse Dorffeldt",Germanymany,8,8,1936
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,46,10,"Shirley de la Hunty, Verna Johnston, Winsome Cripps, Marjorie Jackson",Australia,27,7,1952
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,45,90,"Mae Faggs, Barbara Jones, Janet Moreau, Catherine Hardy",United States,27,7,1952
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,45,60,"Vera Kalashnikova, Sinaida Safronova, Nadezhda Khnykina, Irina Turova",Soviet Union,20,9,1953
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,45,20,"Vera Krepkina, olga Kosheleva, Maria Itkina, Irina Botskarova",Soviet Union,27,7,1956
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,45,10,"Erika Fisch, Gisela Kohler, Christa Stubnick, Barbel Mayer",Germanymany,30,9,1956
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,44,90,"Shirley de la Hunty, Norma Croker, Fleur Mellor, Betty Cuthbert",Australia,1,12,1956
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,44,50,"Shirley de la Hunty, Norma Croker, Fleur Mellor, Betty Cuthbert",Australia,1,12,1956
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,44,40,"Martha Hudson, Lucinda Williams, Barbara Jones, Wilma Rudolph",United States,7,9,1960
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,44,30,"Willye White, Ernestine Pollards, Vivianne Brown, Wilma Rudolph",United States,15,7,1961
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,43,90,"Willye White, Wyomia Tyus, Marilyn White, Edith McGuire",United States,21,10,1964
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,43,60,"Lyudmila Zharkova, Galina Bukharina, Vera Popkova, Lyudmila Samotyosova",Soviet Union,27,9,1968
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,43,40,"Wilma van den Berg, Mieke Sterk, Truus Hennipman, Corrie Bakker",Netherlands,19,10,1968
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,42,80,"Barbara Ferrell, Margaret Bailes, Mildrette Netter, Wyomia Tyus",United States,20,10,1968
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,42,60,"Petra Kandarr, Renate Stecher, Christina Heinich, Doris Selmigkeit",East Germanymany,1,9,1973
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,42,51,"Doris Maletzki, Renate Stecher, Christina Heinich, Barbel Eckert",East Germanymany,8,9,1974
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,42,50,"Marlies oelsner, Renate Stecher, Carla Bodendorf, Martina Blos",East Germanymany,29,5,1976
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,42,27,"Johanna Klier, Monika Hamann, Carla Bodendorf, Marlies Gohr",East Germanymany,19,8,1978
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,42,10,"Marita Koch, Romy Schneider, Ingrid Auerswald, Marlies Gohr",East Germanymany,10,6,1979
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,42,9,"Christina Brehmer, Romy Schneider, Ingrid Auerswald, Marlies Gohr",East Germanymany,4,8,1979
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,41,85,"Romy Muller, Barbel Wockel, Ingrid Auerswald, Marlies Gohr",East Germanymany,13,7,1980
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,41,60,"Romy Muller, Barbel Wockel, Ingrid Auerswald, Marlies Gohr",East Germanymany,1,8,1980
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,41,53,"Silke Gladisch, Marita Koch, Ingrid Auerswald, Marlies Gohr",East Germanymany,31,7,1983
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,41,37,"Silke Gladisch, Sabine Rieger, Ingrid Auerswald, Marlies Gohr",East Germanymany,6,10,1985
post,speed,,Women,4 x 100 m relay,null,null,,null,0,0,40,82,"Tianna Madison, Allyson Felix, Bianca Knight, Carmelita Jeter",United States,10,8,2012
pre,speed,,Women,4 x 400 m relay,null,null,,null,0,4,9,60,"Madeline Wooller, Valerie Robins, Sheila Hoskin, Sylvia Cheeseman",the United Kingdom,18,9,1954
pre,speed,,Women,4 x 400 m relay,null,null,,null,0,3,49,90,"Pamela Piercy, Joy Jordan, Diane Leather -Shirley Hampton-Pirie",the United Kingdom,14,6,1958
pre,speed,,Women,4 x 400 m relay,null,null,,null,0,3,49,40,"Agneta Nilsson, Ann Bramer, Elisabeth Ostberg, Ingela Ericson",Sweden,5,8,1967
pre,speed,,Women,4 x 400 m relay,null,null,,null,0,3,47,0,"Agneta Nilsson, Elisabeth O_stberg, Ingela Ericson, Karin Wallgren",Sweden,20,8,1968
post,speed,,Women,4 x 400 m relay,null,null,,null,0,3,47,40,"Ljubov Finogenova, Tatjana Medvedeva, Tamara Voitenko, Olga Klein",Soviet Union,30,5,1969
post,speed,,Women,4 x 400 m relay,null,null,,null,0,3,43,20,"Lilita Zagere, Anna Dundare, Ingrid Verbele, Sarmite Schtula",Soviet Union,1,6,1969
post,speed,,Women,4 x 400 m relay,null,null,,null,0,3,37,60,"Jenny Pawsey, Pauline Attwood, Janet Simpson, Lillian Board",Great Britain,22,6,1969
post,speed,,Women,4 x 400 m relay,null,null,,null,0,3,34,20,"Michele Mombet, Eliane Jacq, Nicole Duclos, Colette Besson",France,6,7,1969
post,speed,,Women,4 x 400 m relay,null,null,,null,0,3,33,90,"Christa Czekay, Antje Gleichfeld, Inge Eckhoff, Christel Frese",West Germanymany,19,9,1969
post,speed,,Women,4 x 400 m relay,null,null,,null,0,3,30,80,"Rosemary Stirling, Pat Lowe, Janet Simpson, Lillian Board",Great Britain,20,9,1969
post,speed,,Women,4 x 400 m relay,null,null,,null,0,3,30,80,"Bernadette Martin, Nicole Duclos, Eliane Jacq, Colette Besson",France,20,9,1969
post,speed,,Women,4 x 400 m relay,null,null,,null,0,3,29,30,"Rita Kuhne, Ingelore Lohse, Helga Seidler, Monika Zehrt",East Germanymany,15,8,1971
post,speed,,Women,4 x 400 m relay,null,null,,null,0,3,28,80,"Dagmar Kasling, Rita Kuhne, Monika Zehrt, Brigitte Rohde",East Germanymany,5,7,1972
post,speed,,Women,4 x 400 m relay,null,null,,null,0,3,28,50,"Dagmar Kasling, Rita Kuhne, Helga Seidler, Monika Zehrt",East Germanymany,9,9,1972
post,speed,,Women,4 x 400 m relay,null,null,,null,0,3,23,0,"Dagmar Kasling, Rita Kuhne, Helga Seidler, Monika Zehrt",East Germanymany,10,9,1972
post,speed,,Women,4 x 400 m relay,null,null,,null,0,3,19,20,"Doris Maletzki, Brigitte Rohde, Ellen Streidt, Christina Brehmer",East Germanymany,31,7,1976
post,speed,,Women,4 x 400 m relay,null,null,,null,0,3,19,40,"Kirsten Siemon, Sabine Busch, Dagmar Rubsam, Marita Koch",East Germanymany,11,9,1982
post,speed,,Women,4 x 400 m relay,null,null,,null,0,3,15,92,"Gesine Walther, Sabine Busch, Dagmar Rubsam, Marita Koch",East Germanymany,3,6,1984
post,speed,,Women,4 x 400 m relay,null,null,,null,0,3,15,17,"Tatyana Ledovskaya, Olga Nazarova, Mariya Pinigina, Olga Bryzgina",Soviet Union,1,10,1988
