iaaf,type,notes,gender,event,meters,centimeters,,points,hours,min,sec,shundreds,name,nationality,day,month,year
post,distance,,Women,Discus throw,64,88,,null,null,null,null,null,Faina Melnik,URS,4,9,1971
post,distance,,Women,Discus throw,65,42,,null,null,null,null,null,Faina Melnik,URS,31,5,1972
post,distance,,Women,Discus throw,65,48,,null,null,null,null,null,Faina Melnik,URS,24,6,1972
post,distance,,Women,Discus throw,66,76,,null,null,null,null,null,Faina Melnik,URS,4,8,1972
post,distance,,Women,Discus throw,67,32,,null,null,null,null,null,Argentina Menis,ROU,23,9,1972
post,distance,,Women,Discus throw,67,44,,null,null,null,null,null,Faina Melnik,URS,25,5,1973
post,distance,,Women,Discus throw,67,58,,null,null,null,null,null,Faina Melnik,URS,10,7,1973
post,distance,,Women,Discus throw,69,48,,null,null,null,null,null,Faina Melnik,URS,7,9,1973
post,distance,,Women,Discus throw,69,90,,null,null,null,null,null,Faina Melnik,URS,27,5,1974
post,distance,,Women,Discus throw,70,20,,null,null,null,null,null,Faina Melnik,URS,20,8,1975
post,distance,,Women,Discus throw,70,50,,null,null,null,null,null,Faina Melnik,URS,24,4,1976
post,distance,,Women,Discus throw,70,72,,null,null,null,null,null,Evelin Jahl,GDR,12,8,1978
post,distance,,Women,Discus throw,71,50,,null,null,null,null,null,Evelin Jahl,GDR,10,5,1980
post,distance,,Women,Discus throw,71,80,,null,null,null,null,null,Mariya Petkova,BUL,13,7,1980
post,distance,,Women,Discus throw,73,26,,null,null,null,null,null,Galina Savinkova,URS,22,5,1983
post,distance,,Women,Discus throw,73,36,,null,null,null,null,null,Irina Meszynski,GDR,17,8,1984
post,distance,,Women,Discus throw,74,56,,null,null,null,null,null,Zdenka Silhava,TCH,26,8,1984
post,distance,,Women,Discus throw,76,80,,null,null,null,null,null,Gabriele Reinsch,GDR,9,7,1988
pre,distance,,Women,Hammer throw,17,3,,null,null,null,null,null,Lucinda Moles,ESP,29,6,1931
pre,distance,,Women,Hammer throw,18,58,,null,null,null,null,null,Aurora Villa,ESP,18,10,1931
pre,distance,,Women,Hammer throw,22,85,,null,null,null,null,null,Margareta Moles,ESP,19,6,1932
pre,distance,,Women,Hammer throw,32,8,,null,null,null,null,null,Rosemary Payne,the United Kingdom,27,7,1975
pre,distance,,Women,Hammer throw,32,94,,null,null,null,null,null,Liselotte Hansen,DEN,31,7,1980
pre,distance,,Women,Hammer throw,33,12,,null,null,null,null,null,Sandra Stepp,USA,4,4,1981
pre,distance,,Women,Hammer throw,36,72,,null,null,null,null,null,Liselotte Hansen,DEN,19,8,1981
pre,distance,,Women,Hammer throw,38,33,,null,null,null,null,null,Debbie Lombard,USA,10,4,1982
pre,distance,,Women,Hammer throw,41,99,,null,null,null,null,null,Carol Cady,USA,10,4,1982
pre,distance,,Women,Hammer throw,48,13,,null,null,null,null,null,Carol Cady,USA,27,11,1982
pre,distance,,Women,Hammer throw,53,65,,null,null,null,null,null,Carol Cady,USA,28,4,1984
pre,distance,,Women,Hammer throw,57,51,,null,null,null,null,null,Carol Cady,USA,5,5,1984
pre,distance,,Women,Hammer throw,58,26,,null,null,null,null,null,Lyubov Vasilyeva,URS,1,5,1988
pre,distance,,Women,Hammer throw,58,52,,null,null,null,null,null,Carol Cady,USA,11,6,1988
pre,distance,,Women,Hammer throw,58,94,,null,null,null,null,null,Carol Cady,USA,10,7,1988
pre,distance,,Women,Hammer throw,58,98,,null,null,null,null,null,Lyubov Vasilyeva,URS,28,8,1988
pre,distance,,Women,Hammer throw,61,20,,null,null,null,null,null,Aya Suzuki,JPN,30,5,1989
pre,distance,,Women,Hammer throw,61,50,,null,null,null,null,null,Yelena Pichugina,URS,30,9,1989
pre,distance,,Women,Hammer throw,61,96,,null,null,null,null,null,Larisa Baranova,URS,11,2,1990
pre,distance,,Women,Hammer throw,62,70,,null,null,null,null,null,Alla Fyodorova,URS,9,2,1991
pre,distance,,Women,Hammer throw,63,8,,null,null,null,null,null,Larisa Shtyrogryshnaya,URS,24,2,1991
pre,distance,,Women,Hammer throw,64,44,,null,null,null,null,null,Alla Fyodorova,URS,24,2,1991
pre,distance,,Women,Hammer throw,65,40,,null,null,null,null,null,Olga Kuzenkova,RUS,4,6,1992
post,distance,,Women,Hammer throw,66,84,,null,null,null,null,null,Olga Kuzenkova,RUS,23,2,1994
post,distance,,Women,Hammer throw,66,86,,null,null,null,null,null,Mihaela Melinte,ROM,4,3,1995
post,distance,,Women,Hammer throw,67,0,,null,null,null,null,null,Olga Kuzenkova,RUS,24,5,1995
post,distance,,Women,Hammer throw,68,14,,null,null,null,null,null,Olga Kuzenkova,RUS,5,6,1995
post,distance,,Women,Hammer throw,68,16,,null,null,null,null,null,Olga Kuzenkova,RUS,5,6,1995
post,distance,,Women,Hammer throw,69,42,,null,null,null,null,null,Mihaela Melinte,ROM,12,5,1996
post,distance,,Women,Hammer throw,69,58,,null,null,null,null,null,Mihaela Melinte,ROM,8,3,1997
post,distance,,Women,Hammer throw,71,22,,null,null,null,null,null,Olga Kuzenkova,RUS,22,6,1997
post,distance,,Women,Hammer throw,73,10,,null,null,null,null,null,Olga Kuzenkova,RUS,22,6,1997
post,distance,,Women,Hammer throw,73,14,,null,null,null,null,null,Mihaela Melinte,ROM,16,7,1998
post,distance,,Women,Hammer throw,75,29,,null,null,null,null,null,Mihaela Melinte,ROM,13,5,1999
post,distance,,Women,Hammer throw,75,97,,null,null,null,null,null,Mihaela Melinte,ROM,13,5,1999
post,distance,,Women,Hammer throw,76,5,,null,null,null,null,null,Mihaela Melinte,ROM,29,8,1999
post,distance,,Women,Hammer throw,76,7,,null,null,null,null,null,Mihaela Melinte,ROM,29,8,1999
post,distance,,Women,Hammer throw,77,6,,null,null,null,null,null,Tatyana Lysenko,RUS,15,7,2005
post,distance,,Women,Hammer throw,77,26,,null,null,null,null,null,Gulfiya Khanafeyeva,RUS,12,6,2006
post,distance,,Women,Hammer throw,77,41,,null,null,null,null,null,Tatyana Lysenko,RUS,24,6,2006
post,distance,,Women,Hammer throw,77,80,,null,null,null,null,null,Tatyana Lysenko,RUS,15,8,2006
post,distance,,Women,Hammer throw,77,96,,null,null,null,null,null,Anita Wlodarczyk,POL,22,8,2009
post,distance,,Women,Hammer throw,78,30,,null,null,null,null,null,Anita Wlodarczyk,POL,6,6,2010
post,distance,,Women,Hammer throw,79,42,,null,null,null,null,null,Betty Heidler,Germany,21,5,2011
post,distance,,Women,Hammer throw,79,58,,null,null,null,null,null,Anita Wlodarczyk,POL,31,8,2014
post,distance,,Women,Hammer throw,79,83,,null,null,null,null,null,Anita Wlodarczyk,POL,27,6,2015
post,distance,,Women,Hammer throw,81,8,,null,null,null,null,null,Anita Wlodarczyk,POL,1,8,2015
pre,distance,,Women,Hammer throw,82,29,,null,null,null,null,null,Anita Wlodarczyk,POL,15,8,2016
pre,distance,,Women,Javelin throw,23,91,,null,null,null,null,null,Fiinu Vare,Finland,28,8,1920
post,distance,,Women,Javelin throw,25,1,,null,null,null,null,null,Bozena Sramkova,Czechoslovakia,6,8,1922
post,distance,,Women,Javelin throw,25,33,,null,null,null,null,null,Bozena Sramkova,Czechoslovakia,13,8,1922
post,distance,,Women,Javelin throw,27,24,,null,null,null,null,null,Marie Janderova,Czechoslovakia,25,5,1924
post,distance,,Women,Javelin throw,37,58,,null,null,null,null,null,Guschi Hargus,Germanymany,12,6,1927
post,distance,,Women,Javelin throw,38,39,,null,null,null,null,null,Guschi Hargus,Germanymany,18,8,1928
post,distance,,Women,Javelin throw,40,27,,null,null,null,null,null,Ellen Braumuller,Germanymany,12,7,1930
post,distance,,Women,Javelin throw,42,28,,null,null,null,null,null,Ellen Braumuller,Germanymany,2,8,1931
post,distance,,Women,Javelin throw,44,64,,null,null,null,null,null,Ellen Braumuller,Germanymany,12,6,1932
post,distance,,Women,Javelin throw,46,75,,null,null,null,null,null,Nan Gindele,United States,18,6,1932
post,distance,,Women,Javelin throw,47,24,,null,null,null,null,null,Anneliese Steinheuer,Germanymany,21,6,1942
post,distance,,Women,Javelin throw,48,21,,null,null,null,null,null,Herma Bauma,Austria,29,6,1947
post,distance,,Women,Javelin throw,48,63,,null,null,null,null,null,Herma Bauma,Austria,12,9,1948
post,distance,,Women,Javelin throw,49,59,,null,null,null,null,null,Natalya Smirnitskaya,Soviet Union,25,7,1949
post,distance,,Women,Javelin throw,53,41,,null,null,null,null,null,Natalya Smirnitskaya,Soviet Union,5,8,1949
post,distance,,Women,Javelin throw,53,56,,null,null,null,null,null,Nadezhda Konyayeva,Soviet Union,5,2,1954
post,distance,,Women,Javelin throw,55,11,,null,null,null,null,null,Nadezhda Konyayeva,Soviet Union,22,5,1954
post,distance,,Women,Javelin throw,55,48,,null,null,null,null,null,Nadezhda Konyayeva,Soviet Union,6,8,1954
post,distance,,Women,Javelin throw,55,73,,null,null,null,null,null,Dana Zatopkova,Czechoslovakia,1,6,1958
post,distance,,Women,Javelin throw,57,40,,null,null,null,null,null,Anna Pazera,Australia,24,7,1958
post,distance,,Women,Javelin throw,57,49,,null,null,null,null,null,Birute Zalogaityte,Soviet Union,30,10,1958
post,distance,,Women,Javelin throw,57,92,,null,null,null,null,null,Elvira Ozolina,Soviet Union,3,5,1960
post,distance,,Women,Javelin throw,59,55,,null,null,null,null,null,Elvira Ozolina,Soviet Union,4,6,1960
post,distance,,Women,Javelin throw,59,78,,null,null,null,null,null,Elvira Ozolina,Soviet Union,3,7,1963
post,distance,,Women,Javelin throw,62,40,,null,null,null,null,null,Yelena Gorchakova,Soviet Union,16,10,1964
post,distance,,Women,Javelin throw,62,70,,null,null,null,null,null,Ewa Gryziecka,Poland,11,6,1972
post,distance,,Women,Javelin throw,65,6,,null,null,null,null,null,Ruth Fuchs,East Germanymany,11,6,1972
post,distance,,Women,Javelin throw,66,11,,null,null,null,null,null,Ruth Fuchs,East Germanymany,7,9,1973
post,distance,,Women,Javelin throw,67,22,,null,null,null,null,null,Ruth Fuchs,East Germanymany,3,9,1974
post,distance,,Women,Javelin throw,69,12,,null,null,null,null,null,Ruth Fuchs,East Germanymany,10,7,1976
post,distance,,Women,Javelin throw,69,32,,null,null,null,null,null,Kate Schmidt,United States,11,9,1977
post,distance,,Women,Javelin throw,69,52,,null,null,null,null,null,Ruth Fuchs,East Germanymany,13,6,1979
post,distance,,Women,Javelin throw,69,96,,null,null,null,null,null,Ruth Fuchs,East Germanymany,29,4,1980
post,distance,,Women,Javelin throw,70,8,,null,null,null,null,null,Tatyana Biryulina,Soviet Union,12,7,1980
post,distance,,Women,Javelin throw,71,88,,null,null,null,null,null,Antoaneta Todorova,Bulgaria,15,8,1981
post,distance,,Women,Javelin throw,72,40,,null,null,null,null,null,Tiina Lillak,Finlandland,29,7,1982
post,distance,,Women,Javelin throw,74,20,,null,null,null,null,null,Sofia Sakorafa,Greece,26,9,1982
post,distance,,Women,Javelin throw,74,76,,null,null,null,null,null,Tiina Lillak,Finlandland,13,6,1983
post,distance,,Women,Javelin throw,75,26,,null,null,null,null,null,Petra Felke,East Germanymany,4,6,1985
post,distance,,Women,Javelin throw,75,40,,null,null,null,null,null,Petra Felke,East Germanymany,4,6,1985
post,distance,,Women,Javelin throw,77,44,,null,null,null,null,null,Fatima Whitbread,Great Britain,28,8,1986
post,distance,,Women,Javelin throw,78,90,,null,null,null,null,null,Petra Felke,East Germanymany,29,7,1987
post,distance,,Women,Javelin throw,80,0,,null,null,null,null,null,Petra Felke,East Germanymany,9,9,1988
pre,points,Old points table,Women,Heptathlon,null,null,,4289,null,null,null,null,Georgina Price,the United Kingdom,12,5,1973
pre,points,Old points table,Women,Heptathlon,null,null,,5126,null,null,null,null,Ruth Howell,the United Kingdom,24,9,1978
pre,points,New points table,Women,Heptathlon,null,null,,5654,null,null,null,null,Liesl Albert,FRG,8,10,1978
pre,points,New points table,Women,Heptathlon,null,null,,5691,null,null,null,null,Andrea Findeis,GDR,16,9,1979
pre,points,New points table,Women,Heptathlon,null,null,,5671,null,null,null,null,Nadezhda Vinogradova,URS,30,9,1979
pre,points,New points table,Women,Heptathlon,null,null,,5730,null,null,null,null,Silvia Barlag,HOL,30,9,1979
pre,points,New points table,Women,Heptathlon,null,null,,5777,null,null,null,null,Tatyana Shpak,URS,30,5,1980
pre,points,New points table,Women,Heptathlon,null,null,,5930,null,null,null,null,Nina Golovina,URS,13,7,1980
pre,points,New points table,Women,Heptathlon,null,null,,6095,null,null,null,null,Yekaterina Gordiyenko,URS,14,9,1980
pre,points,New points table,Women,Heptathlon,null,null,,6181,null,null,null,null,Nadezhda Vinogradova,URS,6,5,1981
pre,points,New points table,Women,Heptathlon,null,null,,6670,null,null,null,null,Ramona Neubert,GDR,24,5,1981
post,points,New points table,Women,Heptathlon,null,null,,6788,null,null,null,null,Ramona Neubert,GDR,28,6,1981
post,points,New points table,Women,Heptathlon,null,null,,6845,null,null,null,null,Ramona Neubert,GDR,20,6,1982
post,points,New points table,Women,Heptathlon,null,null,,6935,null,null,null,null,Ramona Neubert,GDR,19,6,1983
post,points,New points table,Women,Heptathlon,null,null,,6946,null,null,null,null,Sabine Paetz,GDR,6,5,1984
post,points,New points table,Women,Heptathlon,null,null,,7148,null,null,null,null,Jackie Joyner,USA,7,7,1986
post,points,New points table,Women,Heptathlon,null,null,,7161,null,null,null,null,Jackie Joyner,USA,2,8,1986
post,points,New points table,Women,Heptathlon,null,null,,7215,null,null,null,null,Jackie Joyner-Kersee,USA,17,7,1988
post,points,New points table,Women,Heptathlon,null,null,,7291,null,null,null,null,Jackie Joyner-Kersee,USA,24,9,1988
pre,speed,,Women,100 m hurdles,null,null,,null,null,0,15,10,Connie Pettersson,USA,28,5,1966
pre,speed,,Women,100 m hurdles,null,null,,null,null,0,14,70,Linda Griffith,the United Kingdom,23,7,1966
pre,speed,,Women,100 m hurdles,null,null,,null,null,0,14,30,Mary Rand,the United Kingdom,10,9,1966
pre,speed,,Women,100 m hurdles,null,null,,null,null,0,13,70,Christine Perera,the United Kingdom,3,6,1967
pre,speed,,Women,100 m hurdles,null,null,,null,null,0,13,50,Pamela Kilbourn,AUS,14,10,1967
pre,speed,,Women,100 m hurdles,null,null,,null,null,0,13,40,Pamela Kilbourn,AUS,9,3,1968
pre,speed,,Women,100 m hurdles,null,null,,null,null,0,13,30,Pamela Kilbourn,AUS,13,3,1969
post,speed,,Women,100 m hurdles,null,null,,null,null,0,13,30,Karin Balzer,East Germanymany,20,6,1969
post,speed,,Women,100 m hurdles,null,null,,null,null,0,13,0,Karin Balzer,East Germanymany,27,7,1969
post,speed,,Women,100 m hurdles,null,null,,null,null,0,12,90,Karin Balzer,East Germanymany,5,9,1969
post,speed,,Women,100 m hurdles,null,null,,null,null,0,12,80,Teresa Sukniewicz,Poland,20,6,1970
post,speed,,Women,100 m hurdles,null,null,,null,null,0,12,70,Karin Balzer,East Germanymany,26,7,1970
post,speed,,Women,100 m hurdles,null,null,,null,null,0,12,60,Karin Balzer,East Germanymany,31,7,1971
post,speed,,Women,100 m hurdles,null,null,,null,null,0,12,59,Annelie Ehrhardt,East Germanymany,8,9,1972
post,speed,,Women,100 m hurdles,null,null,,null,null,0,12,48,Grazyna Rabsztyn,Poland,10,6,1978
post,speed,,Women,100 m hurdles,null,null,,null,null,0,12,36,Grazyna Rabsztyn,Poland,13,6,1980
post,speed,,Women,100 m hurdles,null,null,,null,null,0,12,35,Yordanka Donkova,Bulgaria,17,8,1986
post,speed,,Women,100 m hurdles,null,null,,null,null,0,12,29,Yordanka Donkova,Bulgaria,17,8,1986
post,speed,,Women,100 m hurdles,null,null,,null,null,0,12,26,Yordanka Donkova,Bulgaria,7,9,1986
post,speed,,Women,100 m hurdles,null,null,,null,null,0,12,25,Ginka Zagorcheva,Bulgaria,8,8,1987
post,speed,,Women,100 m hurdles,null,null,,null,null,0,12,21,Yordanka Donkova,Bulgaria,20,8,1988
post,speed,,Women,100 m hurdles,null,null,,null,null,0,12,20,Kendra Harrison,United States,22,7,2016
pre,speed,,Women,400 m hurdles,null,null,,null,null,1,1,10,Sandra Dyson,the United Kingdom,15,5,1971
pre,speed,,Women,400 m hurdles,null,null,,null,null,1,0,70,Libuse Macounova,TCH,29,9,1971
pre,speed,,Women,400 m hurdles,null,null,,null,null,1,0,40,Judy Vernon,the United Kingdom,21,3,1973
pre,speed,,Women,400 m hurdles,null,null,,null,null,0,59,8,Wendy Koenig,USA,24,3,1973
pre,speed,,Women,400 m hurdles,null,null,,null,null,0,58,60,Maria Sykora,AUT,27,5,1973
pre,speed,,Women,400 m hurdles,null,null,,null,null,0,58,50,Maria Sykora,AUT,16,6,1973
pre,speed,,Women,400 m hurdles,null,null,,null,null,0,57,30,Maria Sykora,AUT,23,6,1973
pre,speed,,Women,400 m hurdles,null,null,,null,null,0,56,70,Danuta Piecyk,POL,11,8,1973
post,speed,,Women,400 m hurdles,null,null,,null,null,0,56,51,Krystyna Kacperczyk,POL,13,7,1974
post,speed,,Women,400 m hurdles,null,null,,null,null,0,55,74,Tatyana Storozheva,URS,26,6,1977
post,speed,,Women,400 m hurdles,null,null,,null,null,0,55,63,Karin Rossley,GDR,13,8,1977
post,speed,,Women,400 m hurdles,null,null,,null,null,0,55,44,Krystyna Kacperczyk,POL,18,8,1978
post,speed,,Women,400 m hurdles,null,null,,null,null,0,55,31,Tatyana Zelentsova,URS,19,8,1978
post,speed,,Women,400 m hurdles,null,null,,null,null,0,54,89,Tatyana Zelentsova,URS,2,9,1978
post,speed,,Women,400 m hurdles,null,null,,null,null,0,54,78,Marina Makeyeva,URS,27,7,1979
post,speed,,Women,400 m hurdles,null,null,,null,null,0,54,28,Karin Rossley,GDR,17,5,1980
post,speed,,Women,400 m hurdles,null,null,,null,null,0,54,2,Anna Ambraziene,URS,11,6,1983
post,speed,,Women,400 m hurdles,null,null,,null,null,0,53,58,Margarita Ponomaryova,URS,22,6,1984
post,speed,,Women,400 m hurdles,null,null,,null,null,0,53,55,Sabine Busch,GDR,22,9,1985
post,speed,,Women,400 m hurdles,null,null,,null,null,0,53,32,Marina Stepanova,URS,30,8,1986
post,speed,,Women,400 m hurdles,null,null,,null,null,0,52,94,Marina Stepanova,URS,19,9,1986
post,speed,,Women,400 m hurdles,null,null,,null,null,0,52,74,Sally Gunnell,the United Kingdom,19,8,1993
post,speed,,Women,400 m hurdles,null,null,,null,null,0,52,61,Kim Batten,USA,11,8,1995
post,speed,,Women,400 m hurdles,null,null,,null,null,0,52,34,Yuliya Pechonkina,RUS,8,8,2003
pre,speed,,Women,3000 m steeplechase,null,null,,null,null,9,55,28,Daniela Petrescu,ROM,21,6,1998
post,speed,,Women,3000 m steeplechase,null,null,,null,null,9,48,88,Yelena Motalova,RUS,31,7,1999
post,speed,,Women,3000 m steeplechase,null,null,,null,null,9,43,64,Cristina Casandra,ROM,7,8,2000
post,speed,,Women,3000 m steeplechase,null,null,,null,null,9,40,20,Cristina Casandra,ROM,30,8,2000
post,speed,,Women,3000 m steeplechase,null,null,,null,null,9,25,31,Justyna Bak,POL,9,7,2001
post,speed,,Women,3000 m steeplechase,null,null,,null,null,9,22,29,Justyna Bak,POL,5,6,2002
post,speed,,Women,3000 m steeplechase,null,null,,null,null,9,21,72,Alesya Turova,BLR,12,6,2002
post,speed,,Women,3000 m steeplechase,null,null,,null,null,9,16,51,Alesya Turova,BLR,27,7,2002
post,speed,,Women,3000 m steeplechase,null,null,,null,null,9,8,33,Gulnara Samitova,RUS,10,8,2003
post,speed,,Women,3000 m steeplechase,null,null,,null,null,9,1,59,Gulnara Samitova,RUS,4,7,2004
post,speed,,Women,3000 m steeplechase,null,null,,null,null,8,58,81,Gulnara Samitova-Galkina,RUS,17,8,2008
